Entry,Gene Names
P30556,AGTR1 AGTR1A AGTR1B AT2R1 AT2R1B
P30740,SERPINB1 ELANH2 MNEI PI2
P30990,NTS
P31025,LCN1 VEGP
P31151,S100A7 PSOR1 S100A7C
P31371,FGF9
P31431,SDC4
P31947,SFN HME1
P32455,GBP1
P32881,IFNA8
P33947,KDELR2 ERD2.2
P34096,RNASE4 RNS4
P34130,NTF4 NTF5
P34741,SDC2 HSPG1
P35030,PRSS3 PRSS4 TRY3 TRY4
P35052,GPC1
P35070,BTC
P35225,IL13 NC30
P35247,SFTPD COLEC7 PSPD SFTP4
P35318,ADM AM
P35326,SPRR2A
P35443,THBS4 TSP4
P35555,FBN1 FBN
P35556,FBN2
P35613,BSG UNQ6505/PRO21383
P35625,TIMP3
P35858,IGFALS ALS
P35916,FLT4 VEGFR3
P35968,KDR FLK1 VEGFR2
P36222,CHI3L1
P36952,SERPINB5 PI5
P36955,SERPINF1 PEDF PIG35
P36980,CFHR2 CFHL2 FHR2 HFL3
P37173,TGFBR2
P37840,SNCA NACP PARK1
P39059,COL15A1
P39060,COL18A1
P39877,PLA2G5
P39900,MMP12 HME
P39905,GDNF
P40189,IL6ST
P40225,THPO MGDF
P40933,IL15
P40967,PMEL D12S53E PMEL17 SILV
P41159,LEP OB OBS
P41221,WNT5A
P41222,PTGDS PDS
P41250,GARS1 GARS
P41271,NBL1 DAN DAND1
P41439,FOLR3
P42127,ASIP AGTI AGTIL ASP
P42702,LIFR
P42830,CXCL5 ENA78 SCYB5
P43026,GDF5 BMP14 CDMP1
P43235,CTSK CTSO CTSO2
P43251,BTD
P43490,NAMPT PBEF PBEF1
P43652,AFM ALB2 ALBA
P45452,MMP13
P46379,BAG6 BAT3 G3
P46721,SLCO1A2 OATP OATP1 OATP1A2 SLC21A3
P47710,CSN1S1 CASA CSN1
P47901,AVPR1B AVPR3 VPR3
P47929,LGALS7 PIG1; LGALS7B
P47989,XDH XDHA
P47992,XCL1 LTN SCYC1
P48023,FASLG APT1LG1 CD95L FASL TNFSF6
P48052,CPA2
P48061,CXCL12 SDF1 SDF1A SDF1B
P48304,REG1B PSPS2 REGL
P48307,TFPI2
P48357,LEPR DB OBR
P48551,IFNAR2 IFNABR IFNARB
P48594,SERPINB4 PI11 SCCA2
P48645,NMU
P48740,MASP1 CRARF CRARF1 PRSS5
P48745,CCN3 IGFBP9 NOV NOVH
P48960,ADGRE5 CD97
P49662,CASP4 ICH2
P49747,COMP
P49763,PGF PGFL PLGF
P49765,VEGFB VRF
P49767,VEGFC
P49771,FLT3LG
P49788,RARRES1 PEIG1 TIG1
P49862,KLK7 PRSS6 SCCE
P49863,GZMK TRYP2
P49908,SELENOP SELP SEPP1
P49913,CAMP CAP18 FALL39 HSD26
P50281,MMP14
P50591,TNFSF10 APO2L TRAIL
P50607,TUB
P50897,PPT1 CLN1 PPT
P51124,GZMM MET1
P51460,INSL3 RLF RLNL
P51512,MMP16 C8orf57 MMPX2
P51572,BCAP31 BAP31 DXS1357E
P51654,GPC3 OCI5
P51671,CCL11 SCYA11
P51858,HDGF HMG1L2
P51884,LUM LDC SLRR2D
P51888,PRELP SLRR2A
P51993,FUT6 FCT3A
P52798,EFNA4 EPLG4 LERK4
P52823,STC1 STC
P53365,ARFIP2 POR1
P53420,COL4A4
P53621,COPA
P54108,CRISP3
P54315,PNLIPRP1 PLRP1
P54317,PNLIPRP2 PLRP2
P55000,SLURP1 ARS
P55001,MFAP2 MAGP1
P55056,APOC4
P55058,PLTP
P55075,FGF8 AIGF
P55083,MFAP4
P55089,UCN
P55107,GDF10 BMP3B
P55145,MANF ARMET ARP
P55210,CASP7 MCH3
P55259,GP2
P55268,LAMB2 LAMS
P55735,SEC13 D3S1231E SEC13A SEC13L1 SEC13R
P55773,CCL23 MIP3 MPIF1 SCYA23
P55774,CCL18 AMAC1 DCCK1 MIP4 PARC SCYA18
P55789,GFER ALR HERV1 HPO
P56557,TMEM50B C21orf4 UNQ167/PRO193
P56703,WNT3 INT4
P56704,WNT3A
P56705,WNT4 UNQ426/PRO864
P56706,WNT7B
P56730,PRSS12
P56747,CLDN6 UNQ757/PRO1488
P56748,CLDN8 UNQ779/PRO1573
P56750,CLDN17 UNQ758/PRO1489
P56851,EDDM3B FAM12B HE3B UNQ6412/PRO21187
P56856,CLDN18 UNQ778/PRO1572
P56937,HSD17B7 17HSD7 SDR37C1 UNQ2563/PRO6243
P56975,NRG3
P57087,JAM2 C21orf43 VEJAM UNQ219/PRO245
P57727,TMPRSS3 ECHOS1 TADG12 UNQ323/PRO382
P57730,CARD18 ICEBERG UNQ5804/PRO19611
P57739,CLDN2 PSEC0059 SP82 UNQ705/PRO1356
P57764,GSDMD DFNA5L GSDMDC1 FKSG10
P58215,LOXL3 LOXL
P58335,ANTXR2 CMG2
P58397,ADAMTS12 UNQ1918/PRO4389
P58499,FAM3B C21orf11 C21orf76 PRED44 UNQ320/PRO365
P59510,ADAMTS20
P59665,DEFA1 DEF1 DEFA2 MRS; DEFA1B
P59666,DEFA3 DEF3
P59827,BPIFB4 C20orf186 LPLUNC4
P60022,DEFB1 BD1 HBD1
P60484,PTEN MMAC1 TEP1
P60508,ERVFRD-1 ERVFRDE1 UNQ6191/PRO20218
P60568,IL2
P60852,ZP1
P61009,SPCS3 SPC22 UNQ1841/PRO3567
P61278,SST
P61366,OSTN
P61626,LYZ LZM
P61769,B2M CDABP0092 HDCMA22P
P61812,TGFB2
P61916,NPC2 HE1
P62341,SELENOT SELT UNQ150/PRO176
P62937,PPIA CYPA
P67809,YBX1 NSEP1 YB1
P67812,SEC11A SEC11L1 SPC18 SPCS4A
P78310,CXADR CAR
P78333,GPC5
P78380,OLR1 CLEC8A LOX1
P78423,CX3CL1 FKN NTT SCYD1 A-152E5.2
P78509,RELN
P78536,ADAM17 CSVP TACE
P78556,CCL20 LARC MIP3A SCYA20
P79483,HLA-DRB3
P80075,CCL8 MCP2 SCYA10 SCYA8
P80098,CCL7 MCP3 SCYA6 SCYA7
P80108,GPLD1 PIGPLD1
P80162,CXCL6 GCP2 SCYB6
P80188,LCN2 HNL NGAL
P80217,IFI35 IFP35
P80303,NUCB2 NEFA
P80511,S100A12
P80748,IGLV3-21
P81172,HAMP HEPC LEAP1 UNQ487/PRO1003
P81277,PRLH PRH
P81534,DEFB103A BD3 DEFB103 DEFB3; DEFB103B
P81605,DCD AIDD DSEP
P82279,CRB1
P82987,ADAMTSL3 KIAA1233
P83105,HTRA4
P83110,HTRA3 PRSP
P83111,LACTB MRPL56 UNQ843/PRO1781
P83436,COG7 UNQ3082/PRO10013
P98066,TNFAIP6 TSG6
P98088,MUC5AC MUC5
P98095,FBLN2
P98160,HSPG2
P98161,PKD1
P98173,FAM3A 2-19 2.19
Q00604,NDP EVR2
Q00796,SORD
Q00887,PSG9 PSG11
Q00889,PSG6 CGM3 PSG10 PSG12 PSGGB
Q00LT1,PRCD
Q01113,IL9R
Q01469,FABP5
Q01523,DEFA5 DEF5
Q01524,DEFA6 DEF6
Q01638,IL1RL1 DER4 ST2 T1
Q01955,COL4A3
Q02223,TNFRSF17 BCM BCMA
Q02297,NRG1 GGF HGL HRGA NDF SMDF
Q02383,SEMG2
Q02388,COL7A1
Q02505,MUC3A MUC3
Q02747,GUCA2A GUCA2
Q02763,TEK TIE2 VMCM VMCM1
Q02817,MUC2 SMUC
Q02818,NUCB1 NUC
Q02985,CFHR3 CFHL3 FHR3
Q03167,TGFBR3
Q03403,TFF2 SML1
Q03405,PLAUR MO3 UPAR
Q03591,CFHR1 CFHL CFHL1 CFHL1P CFHR1P FHR1 HFL1 HFL2
Q03692,COL10A1
Q04118,PRB3
Q04756,HGFAC
Q04900,CD164
Q05315,CLC LGALS10 LGALS10A
Q05707,COL14A1 UND
Q05996,ZP2 ZPA
Q06033,ITIH3
Q06141,REG3A HIP PAP PAP1
Q06481,APLP2 APPL2
Q06828,FMOD FM SLRR2E
Q07021,C1QBP GC1QBP HABP1 SF2P32
Q07065,CKAP4
Q07092,COL16A1 FP1572
Q07325,CXCL9 CMK MIG SCYB9
Q07654,TFF3 ITF TFI
Q07699,SCN1B
Q08345,DDR1 CAK EDDR1 NEP NTRK4 PTK3A RTK6 TRKE
Q08380,LGALS3BP M2BP
Q08397,LOXL1 LOXL
Q08431,MFGE8
Q08629,SPOCK1 SPOCK TIC1 TICN1
Q08648,SPAG11B EP2 HE2
Q08830,FGL1 HFREP1
Q08ET2,SIGLEC14 UNQ294/PRO333
Q08J23,NSUN2 SAKI TRM4
Q09328,MGAT5 GGNT5
Q10471,GALNT2
Q10472,GALNT1
Q11201,ST3GAL1 SIAT4 SIAT4A
Q11203,ST3GAL3 SIAT6
Q11206,ST3GAL4 CGS23 NANTA3 SIAT4C STZ
Q12794,HYAL1 LUCA1
Q12805,EFEMP1 FBLN3 FBNL
Q12836,ZP4 ZPB
Q12841,FSTL1 FRP
Q12884,FAP
Q12904,AIMP1 EMAP2 SCYE1
Q12913,PTPRJ DEP1
Q13007,IL24 MDA7 ST16
Q13018,PLA2R1 CLEC13C
Q13093,PLA2G7 PAFAH
Q13201,MMRN1 ECM EMILIN4 GPIA* MMRN
Q13214,SEMA3B SEMA5 SEMAA
Q13217,DNAJC3 P58IPK PRKRI
Q13219,PAPPA
Q13231,CHIT1
Q13253,NOG
Q13258,PTGDR
Q13261,IL15RA
Q13275,SEMA3F
Q13287,NMI
Q13291,SLAMF1 SLAM
Q13316,DMP1
Q13361,MFAP5 MAGP2
Q13410,BTN1A1 BTN
Q13421,MSLN MPF
Q13443,ADAM9 KIAA0021 MCMP MDC9 MLTNG
Q13467,FZD5 C2orf31
Q13510,ASAH1 ASAH HSD-33 HSD33
Q13519,PNOC OFQ
Q13563,PKD2 TRPP1 TRPP2
Q13609,DNASE1L3 DHP2 DNAS1L3
Q13683,ITGA7 UNQ406/PRO768
Q13740,ALCAM MEMD
Q13751,LAMB3 LAMNB1
Q13753,LAMC2 LAMB2T LAMNB2
Q13790,APOF
Q13822,ENPP2 ATX PDNP2
Q14005,IL16
Q14031,COL4A6
Q14050,COL9A3
Q14055,COL9A2
Q14112,NID2
Q14114,LRP8 APOER2
Q14116,IL18 IGIF IL1F4
Q14118,DAG1
Q14213,EBI3 IL27B
Q14314,FGL2
Q14393,GAS6 AXLLG
Q14406,CSHL1 CSHP1 CSL
Q14508,WFDC2 HE4 WAP5
Q14512,FGFBP1 FGFBP HBP17
Q14515,SPARCL1
Q14520,HABP2 HGFAL
Q14563,SEMA3A SEMAD
Q14623,IHH
Q14624,ITIH4 IHRP ITIHL1 PK120 PRO1851
Q14626,IL11RA
Q14696,MESD KIAA0081 MESDC2 MESDM UNQ1911/PRO4369
Q14703,MBTPS1 KIAA0091 S1P SKI1
Q14766,LTBP1
Q14767,LTBP2 C14orf141 LTBP3
Q14773,ICAM4 LW
Q14956,GPNMB HGFIN NMB UNQ1725/PRO9925
Q14993,COL19A1
Q14BN4,SLMAP KIAA1601 SLAP UNQ1847/PRO3577
Q14CN2,CLCA4 CaCC2 UNQ562/PRO1124
Q15012,LAPTM4A KIAA0108 LAPTM4 MBNT MTRP UNQ1846/PRO3574
Q15046,KARS1 KARS KIAA0070
Q15063,POSTN OSF2
Q15084,PDIA6 ERP5 P5 TXNDC7
Q15109,AGER RAGE
Q15113,PCOLCE PCPE1
Q15166,PON3
Q15223,NECTIN1 HVEC PRR1 PVRL1
Q15256,PTPRR ECPTP PTPRQ
Q15293,RCN1 RCN
Q15363,TMED2 RNP24
Q15375,EPHA7 EHK3 HEK11
Q15389,ANGPT1 KIAA0003
Q15465,SHH
Q15485,FCN2 FCNL
Q15517,CDSN
Q15582,TGFBI BIGH3
Q15661,TPSAB1 TPS1 TPS2 TPSB1
Q15726,KISS1 PP5098
Q15758,SLC1A5 ASCT2 M7V1 RDR RDRC
Q15782,CHI3L2
Q15818,NPTX1
Q15828,CST6
Q15848,ADIPOQ ACDC ACRP30 APM1 GBP28
Q16206,ENOX2 COVA1
Q16270,IGFBP7 MAC25 PSF
Q16363,LAMA4
Q16539,MAPK14 CSBP CSBP1 CSBP2 CSPB1 MXI2 SAPK2A
Q16552,IL17A CTLA8 IL17
Q16568,CARTPT CART
Q16610,ECM1
Q16619,CTF1
Q16623,STX1A STX1
Q16627,CCL14 NCC2 SCYA14
Q16651,PRSS8
Q16661,GUCA2B
Q16663,CCL15 MIP5 NCC3 SCYA15
Q16674,MIA
Q16769,QPCT
Q16787,LAMA3 LAMNA
Q16820,MEP1B
Q16842,ST3GAL2 SIAT4B
Q17R60,IMPG1 IPM150 SPACR
Q17RW2,COL24A1
Q24JP5,TMEM132A HSPA5BP1 KIAA1583
Q2HXU8,CLEC12B UNQ5782/PRO16089
Q2I0M5,RSPO4 C20orf182
Q2KHT4,GSG1 UNQ709/PRO1360
Q2M1P5,KIF7 UNQ340/PRO539
Q2M385,MPEG1
Q2MKA7,RSPO1
Q2MV58,TCTN1 TECT1 UNQ9369/PRO34160
Q2TAL6,VWC2 UNQ739/PRO1434
Q2UY09,COL28A1 COL28
Q2VPA4,CR1L
Q2WEN9,CEACAM16 CEAL2
Q308M7,
Q30KQ6,DEFB114 DEFB14
Q32P28,P3H1 GROS1 LEPRE1 PSEC0109
Q3KNT9,TMEM95 UNQ9390/PRO34281
Q3KR37,GRAMD1B KIAA1201 UNQ3032/PRO9834
Q3T906,GNPTAB GNPTA KIAA1208
Q495T6,MMEL1 MELL1 MMEL2 NEP2
Q4G0M1,ERFE C1QTNF15 CTRP15 FAM132B
Q4KMG9,TMEM52B C12orf59 UNQ5927/PRO19821
Q4LDE5,SVEP1 C9orf13 CCP22 SELOB
Q4V9L6,TMEM119 PSEC0199 UNQ731/PRO1415
Q4VNC1,ATP13A4 UNQ3052/PRO9871
Q4ZHG4,FNDC1 FNDC2 KIAA1866 MEL4B3
Q504Y2,PKDCC SGK493 VLK
Q53EP0,FNDC3B FAD104 NS5ABP37 UNQ2421/PRO4979/PRO34274
Q53EU6,GPAT3 AGPAT9 MAG1 HMFN0839 UNQ2753/PRO6492
Q53GD3,SLC44A4 C6orf29 CTL4 NG22 TPPT1 UNQ441/PRO874
Q53H01,
Q53H76,PLA1A NMD PSPLA1
Q53R12,TM4SF20 UNQ518/PRO994
Q53S33,BOLA3
Q53XC5,BMP4 hCG_20967
Q53ZZ1,TNFSF6 FASLG TNLG1A hCG_37643
Q59EN6,
Q59GW1,
Q59HG2,
Q5BJH7,YIF1B PP4519 UNQ3073/PRO9905
Q5EBL8,PDZD11 AIPP1 PDZK11 PISP HSPC227 UNQ6486/PRO21335
Q5FVE4,ACSBG2 BGR UNQ2443/PRO5005
Q5FYB1,ARSI
Q5GFL6,VWA2 AMACO
Q5H8A4,PIGG GPI7 UNQ1930/PRO4405
Q5H8C1,FREM1 C9orf143 C9orf145 C9orf154
Q5IJ48,CRB2
Q5JRA6,MIA3 KIAA0268 TANGO UNQ6077/PRO20088
Q5JW98,CALHM4 C6orf78 FAM26D UNQ6481/PRO21277
Q5JZY3,EPHA10
Q5K4E3,PRSS36
Q5K4L6,SLC27A3 ACSVL3 FATP3 PSEC0067 UNQ367/PRO703
Q5MY95,ENTPD8 UNQ2492/PRO5779
Q5SRR4,LY6G5C C6orf20 G5C NG33
Q5SSG8,MUC21 C6orf205 UNQ697/PRO1342
Q5STB3,TNF TNF-alpha TNFA TNLG1F hCG_43716
Q5T1H1,EYS C6orf178 C6orf179 C6orf180 EGFL10 EGFL11 SPAM UNQ9424/PRO34591
Q5T2D2,TREML2 C6orf76 TLT2 UNQ6268/PRO20473
Q5T4F7,SFRP5 FRP1B SARP3
Q5T4W7,ARTN EVN
Q5T601,ADGRF1 GPR110 PGR19
Q5T7C4,HMGB1
Q5T7M4,C1QTNF12 C1QDC2 CTRP12 FAM132A
Q5T9L3,WLS C1orf139 GPR177 UNQ85/PRO18667
Q5T9Y4,TNFSF11 TNLG6B hCG_32838
Q5TCX1,TREM2
Q5TZZ9,ANXA1 hCG_17305
Q5U071,
Q5U743,IGF1 hCG_21873
Q5UCC4,EMC10 C19orf63 INM02 UNQ764/PRO1556
Q5VV43,KIAA0319
Q5VX71,SUSD4 UNQ196/PRO222
Q5VXI9,LIPN LIPL4
Q5VYX0,RNLS C10orf59
Q5VYY2,LIPM LIPL3
Q5ZPR3,CD276 B7H3 PSEC0249 UNQ309/PRO352
Q63HN8,RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR
Q63HQ2,EGFLAM AGRINL AGRNL PIKA
Q659A1,ICE2 BRCC1 NARG2 UNQ3101/PRO10100
Q66K79,CPZ
Q676U5,ATG16L1 APG16L UNQ9393/PRO34307
Q685J3,MUC17 MUC3
Q68DV7,RNF43
Q6BAA4,FCRLB FCRL2 FCRLM2 FCRY FREB2
Q6DN23,
Q6E0U4,DMKN UNQ729/PRO1411
Q6EMK4,VASN SLITL2 UNQ314/PRO357/PRO1282
Q6FGW4,IL10 IF2A hCG_22208
Q6FH53,EDN1 hCG_37405
Q6FHJ7,SFRP4 FRPHE
Q6GTS8,PM20D1
Q6H3X3,RAET1G ULBP5
Q6IA17,SIGIRR UNQ301/PRO342
Q6KCM7,SLC25A25 APC3 KIAA1896 MCSC3 SCAMC2 UNQ549/PRO1106
Q6KF10,GDF6 BMP13 GDF16
Q6N075,SLC61A1 MFSD5 UNQ832/PRO1759
Q6NUI6,CHADL SLRR4B
Q6NUS6,TCTN3 C10orf61 TECT3 PSEC0041 UNQ1881/PRO4324
Q6NUT2,DPY19L2 UNQ3127/PRO10284
Q6P5X5,C22orf39
Q6P988,NOTUM OK/SW-CL.30
Q6P9F7,LRRC8B KIAA0231 UNQ6413/PRO21207
Q6PCB0,VWA1
Q6PIU2,NCEH1 AADACL1 KIAA1363
Q6Q788,APOA5 RAP3 UNQ411/PRO773
Q6QHF9,PAOX PAO UNQ1923/PRO4398
Q6S5L8,SHC4 SHCD UNQ6438/PRO21364
Q6SPF0,SAMD1
Q6UVW9,CLEC2A KACL UNQ5792/PRO19597
Q6UVY6,MOXD1 MOX UNQ2493/PRO5780
Q6UW15,REG3G PAP1B UNQ429/PRO162
Q6UW56,ATRAID APR3 C2orf28 HSPC013 UNQ214/PRO240
Q6UW60,PCSK4 PC4 UNQ2757/PRO6496
Q6UW63,POGLUT2 EP58 KDELC1 UNQ1910/PRO4357
Q6UW68,TMEM205 UNQ501/PRO1018
Q6UW78,UQCC3 C11orf83 UNQ655/PRO1286
Q6UW88,EPGN UNQ3072/PRO9904
Q6UWB1,IL27RA CRL1 TCCR WSX1 UNQ296/PRO336
Q6UWB4,PRSS55 TSP1 UNQ9391/PRO34284
Q6UWE0,LRSAM1 TAL UNQ6496/PRO21356
Q6UWF3,SCIMP C17orf87 UNQ5783/PRO16090
Q6UWI2,PARM1 UNQ1879/PRO4322
Q6UWJ1,SLC9D1 C13orf11 TMCO3 UNQ2419/PRO4976
Q6UWK7,GPR15LG C10orf99 GPR15L UNQ1833/PRO3446
Q6UWL6,KIRREL2 NEPH3 UNQ5827/PRO19646
Q6UWN5,LYPD5 UNQ1908/PRO4356
Q6UWP2,DHRS11 SDR24C1 UNQ836/PRO1774
Q6UWP7,LCLAT1 AGPAT8 ALCAT1 LYCAT UNQ1849/PRO3579
Q6UWR7,ENPP6 UNQ1889/PRO4334
Q6UWU4,C6orf89 BRAP UNQ177/PRO203
Q6UWV6,ENPP7 UNQ3077/PRO9912
Q6UWW8,CES3 UNQ869/PRO1887
Q6UWY0,ARSK TSULF UNQ630/PRO1246
Q6UWY2,PRSS57 PRSSL1 UNQ782/PRO1599
Q6UWZ7,ABRAXAS1 ABRA1 CCDC98 FAM175A UNQ496/PRO1013
Q6UX01,LMBR1L KIAA1174 LIMR UNQ458/PRO783
Q6UX04,CWC27 SDCCAG10 UNQ438/PRO871
Q6UX06,OLFM4 GW112 UNQ362/PRO698
Q6UX15,LAYN UNQ208/PRO234
Q6UX27,VSTM1 UNQ3033/PRO9835
Q6UX34,SNORC C2orf82 UNQ830/PRO1757
Q6UX39,AMTN UNQ689/PRO1329
Q6UX40,TMEM107 DC20 UNQ638/PRO1268
Q6UX41,BTNL8 UNQ702/PRO1347
Q6UX46,ALKAL2 FAM150B UNQ542/PRO1097
Q6UX53,TMT1B METTL7B UNQ594/PRO1180
Q6UX65,DRAM2 TMEM77 PSEC0031 UNQ154/PRO180
Q6UX71,PLXDC2 TEM7R UNQ2514/PRO6003
Q6UX98,ZDHHC24 UNQ2528/PRO6027
Q6UXB2,CXCL17 VCC1 UNQ473/PRO842
Q6UXB4,CLEC4G UNQ431/PRO792
Q6UXB8,PI16 CRISP9 PSPBP PSEC0164 UNQ289/PRO328
Q6UXD5,SEZ6L2 PSK UNQ1903/PRO4349
Q6UXF1,TMEM108 KIAA1690 RTLN UNQ1875/PRO4318
Q6UXG2,ELAPOR1 EIG121 KIAA1324 UNQ2426/PRO4985
Q6UXG3,CD300LG CLM9 TREM4 UNQ422/PRO846
Q6UXG8,BTNL9 UNQ1900/PRO4346
Q6UXH0,ANGPTL8 C19orf80 RIFL UNQ599/PRO1185
Q6UXH1,CRELD2 UNQ185/PRO211
Q6UXH8,CCBE1 KIAA1983 UNQ1921/PRO4395
Q6UXI9,NPNT EGFL6L POEM UNQ295/PRO334
Q6UXK2,ISLR2 KIAA1465 LINX UNQ1885/PRO4329
Q6UXL0,IL20RB DIRS1 UNQ557/PRO1114
Q6UXM1,LRIG3 LIG3 UNQ287/PRO326/PRO335
Q6UXN8,CLEC9A UNQ9341/PRO34046
Q6UXN9,WDR82 SWD2 TMEM113 WDR82A UNQ9342/PRO34047
Q6UXS9,CASP12 UNQ9415/PRO34398
Q6UXT8,ALKAL1 FAM150A UNQ9433/PRO34745
Q6UXV0,GFRAL C6orf144 UNQ9356/PRO34128
Q6UXV4,APOOL CXorf33 FAM121A MIC27 UNQ8193/PRO23204
Q6UXX9,RSPO2 UNQ9384/PRO34209
Q6UXY1,BAIAP2L2 UNQ9336/PRO34007
Q6UXZ0,TMIGD1 TMIGD UNQ9372/PRO34164
Q6UXZ3,CD300LD CD300D CMRF35A4 UNQ9218/PRO28686
Q6UXZ4,UNC5D KIAA1777 UNC5H4 UNQ6012/PRO34692
Q6UY09,CEACAM20 UNQ9366/PRO34155
Q6UY14,ADAMTSL4 TSRC1 PP1396 UNQ2803/PRO34012
Q6W4X9,MUC6
Q6WN34,CHRDL2 BNF1 CHL2 UNQ765/PRO1557
Q6WRI0,IGSF10 CMF608
Q6X4U4,SOSTDC1 USAG1 CDA019
Q6XZB0,LIPI LPDL PRED5
Q6ZMI3,GLDN COLM UNQ9339/PRO34011
Q6ZMJ2,SCARA5 UNQ2938/PRO28700
Q6ZMJ4,IL34 C16orf77
Q6ZMM2,ADAMTSL5 THSD6
Q6ZMP0,THSD4 UNQ9334/PRO34005
Q6ZNJ1,NBEAL2 KIAA0540 UNQ253/PRO290
Q6ZP80,TMEM182 UNQ6974/PRO21957
Q6ZRI0,OTOG OTGN
Q6ZRP7,QSOX2 QSCN6L1 SOXN
Q71RG4,TMUB2 FP2653 UNQ1897/PRO4343
Q75N90,FBN3 KIAA1776
Q75T13,PGAP1 UNQ3024/PRO9822
Q76LX8,ADAMTS13 C9orf8 UNQ6102/PRO20085
Q7L1S5,CHST9 UNQ2549/PRO6175
Q7L1W4,LRRC8D LRRC5 UNQ213/PRO239
Q7L513,FCRLA FCRL FCRL1 FCRLM1 FCRX FREB UNQ291/PRO329
Q7L8A9,VASH1 KIAA1036 VASH
Q7L8J4,SH3BP5L KIAA1720 UNQ2766/PRO7133
Q7RTW8,OTOA
Q7RTZ1,OVCH2 OVTN
Q7Z3B1,NEGR1 IGLON4 UNQ2433/PRO4993
Q7Z3D6,DGLUCY C14orf159 UNQ2439/PRO5000
Q7Z3S9,NOTCH2NLA N2N NOTCH2NL
Q7Z4F1,LRP10 MSTP087 SP220 UNQ389/PRO724
Q7Z4H4,ADM2 AM2
Q7Z4H8,POGLUT3 KDELC2 UNQ1904/PRO4350
Q7Z4N8,P4HA3 UNQ711/PRO1374
Q7Z4P5,GDF7
Q7Z4V5,HDGFL2 HDGF2 HDGFRP2 HRP2 UNQ785/PRO1604
Q7Z5A7,TAFA5 FAM19A5 UNQ5208/PRO34524
Q7Z5B4,RIC3 UNQ720/PRO1385
Q7Z5J1,HSD11B1L HSD3 SCDR10B SDR26C2
Q7Z5L2,R3HCC1L C10orf28 GIDRP88
Q7Z5L7,PODN SLRR5A UNQ293/PRO332
Q7Z5P4,HSD17B13 SCDR9 SDR16C3 HMFN0376 UNQ497/PRO1014
Q7Z5P9,MUC19
Q7Z5Y6,BMP8A
Q7Z769,SLC35E3 BLOV1 UNQ3043/PRO9859
Q7Z7D3,VTCN1 B7H4 UNQ659/PRO1291
Q7Z7G0,ABI3BP NESHBP TARSH
Q7Z7H5,TMED4 ERS25
Q86SQ3,ADGRE4P EMR4 EMR4P GPR127 PGR16
Q86SR3,
Q86T13,CLEC14A C14orf27 EGFR5 UNQ236/PRO269
Q86TH1,ADAMTSL2 KIAA0605
Q86UE6,LRRTM1 UNQ675/PRO1309
Q86UL3,GPAT4 AGPAT6 TSARG7 UNQ551/PRO1108
Q86UP0,CDH24 CDH11L UNQ2834/PRO34009
Q86UP2,KTN1 CG1 KIAA0004
Q86UU9,TAC4
Q86UX2,ITIH5 KIAA1953 PP14776 UNQ311/PRO354
Q86V24,ADIPOR2 PAQR2
Q86V25,VASH2 VASHL
Q86VB7,CD163 M130
Q86VF5,MOGAT3 DC7 DGAT2L7 UNQ9383/PRO34208
Q86VH5,LRRTM3 UNQ803/PRO1693
Q86W10,CYP4Z1 UNQ3060/PRO9882
Q86WC4,OSTM1 GL HSPC019 UNQ6098/PRO21201
Q86WD7,SERPINA9 GCET1 SERPINA11 UNQ692/PRO1337
Q86WN1,FCHSD1 UNQ737/PRO1431
Q86X52,CHSY1 CHSY CSS1 KIAA0990 UNQ756/PRO1487
Q86Y38,XYLT1 XT1
Q86Y78,LYPD6 UNQ3023/PRO9821
Q86YC3,NRROS LRRC33 UNQ3030/PRO9833
Q86YD1,PTOV1 ACID2 PP642 UNQ6127/PRO20092
Q86YD3,TMEM25 UNQ2531/PRO6030
Q86YJ6,THNSL2
Q86YT9,JAML AMICA1 UNQ722/PRO1387
Q86YW5,TREML1 TLT1 UNQ1825/PRO3438
Q86YW7,GPHB5 GPB5 ZLUT1
Q86Z23,C1QL4 CTRP11
Q8IU54,IFNL1 IL29 ZCYTO21
Q8IU57,IFNLR1 IL28RA LICR2
Q8IU80,TMPRSS6 UNQ354/PRO618
Q8IUK5,PLXDC1 TEM3 TEM7
Q8IUX7,AEBP1 ACLP
Q8IUX8,EGFL6 MAEG PP648 UNQ281/PRO320
Q8IV28,NID2
Q8IV31,TMEM139 UNQ1932/PRO4407
Q8IVG9,MT-RNR2 HN
Q8IW00,VSTM4 C10orf72
Q8IW75,SERPINA12
Q8IWK6,ADGRA3 GPR125 UNQ556/PRO1113
Q8IWL1,SFTPA2 COLEC5 PSAP SFTP1 SFTPA SFTPA2B
Q8IWL2,SFTPA1 COLEC4 PSAP SFTP1 SFTPA SFTPA1B
Q8IWT6,LRRC8A KIAA1437 LRRC8 SWELL1 UNQ221/PRO247
Q8IWU5,SULF2 KIAA1247 UNQ559/PRO1120
Q8IWU6,SULF1 KIAA1077
Q8IWV2,CNTN4
Q8IWY4,SCUBE1
Q8IWY9,CDAN1 UNQ664/PRO1295
Q8IX30,SCUBE3 CEGF3
Q8IXA5,SPACA3 LYC3 LYZL3 SLLP1 SPRASA UNQ424/PRO862
Q8IXB1,DNAJC10 ERDJ5 UNQ495/PRO1012
Q8IXL6,FAM20C DMP4
Q8IXL7,MSRB3 UNQ1965/PRO4487
